content_file,record_id,title,word_count,text_sha256,duplicate_text_of,covered_topic,substantial,review_score
Morrowind.esm,BookSkill_Heavy Armor2,"2920, MidYear",1555,8e7ec5baed65d3afb80f75d415519eb5fc836ed08fb198ca300952da11882e6e,,,True,3
Morrowind.esm,BookSkill_Long Blade2,"2920, Morning Star",1519,953c751b4dd2aa223b04904d24aa5feb8bb9574c87a25f0cddd7bf6cadded5de,,,True,3
Morrowind.esm,BookSkill_Restoration4,"2920, Rain's Hand",1376,f0e35ad9324faca5d0299932e6a4aba07d58dee258537da4a4738690be063243,,,True,3
Morrowind.esm,BookSkill_Speechcraft3,"2920, Second Seed",1745,26fb4079f9e0500911a4019888d48e28ff55c751e21be334ef958d2399474be5,,,True,3
Morrowind.esm,BookSkill_Mysticism2,"2920, Sun's Dawn",1565,b91a8cea14f0c832877ab96bae1a07b8e73f73c3bceec3856e83b22a1ca10c32,,,True,3
Morrowind.esm,BookSkill_Short Blade2,"2920, Sun's Dusk",1907,5781701b7122864d8c9938fac26a951059eba0dcbc4bfa88eb91b7470488081c,,,True,3
Morrowind.esm,BookSkill_Mercantile3,"2920, Sun's Height",1430,9c5b7a851e6fec823a461950ef1bf9df417550f76caf4628f6030fe178837b51,,,True,3
Bloodmoon.esm,BookSkill_Acrobatics2,"A Dance in Fire, Chapter 1",1622,bdaa9dc60bab6e4884edefdbe61aa94afe4cf46be82170f23eb2c9409d9a2add,,,True,3
Morrowind.esm,BookSkill_Block3,"A Dance in Fire, Chapter 2",2463,60844062f54585c29be77ad614b7c1fb2a3251c9479e3527214e431847ba2e1f,,,True,3
Morrowind.esm,BookSkill_Athletics2,"A Dance in Fire, Chapter 3",2295,f3a8aed7217a4f4a551d1a0ac7f29d85d5b4d2dd99ee74b1e68930257b18447c,,,True,3
Morrowind.esm,BookSkill_Acrobatics3,"A Dance in Fire, Chapter 4",2243,98870b963caafb4ba427c489ef841501ac02091eefa6a4a4ff332fb7efaf8f5a,,,True,3
Morrowind.esm,BookSkill_Marksman2,"A Dance in Fire, Chapter 5",2434,405372f60fe6dd97c80fbd15c1ef6a19d43c72db05363137be90ab539567b929,,,True,3
Morrowind.esm,bookskill_mercantile4,"A Dance in Fire, Chapter 6",2337,e626942a91eb23df0eb77678c1ba5baaaf7e0a43c3a363214db0d57bb4b2aede,,,True,3
Morrowind.esm,bookskill_mercantile5,"A Dance in Fire, Chapter 7",2141,36cf1b78c13c186d54b978d577206bacef996ed367479fccad12596d8f3a07cc,,,True,3
Morrowind.esm,sc_Indie,A dying man's last words,339,e1aa18b07b865c6e2efaa56d3c334af4efe647a9a00c627c47a241c18ecbf1ca,,,True,3
Morrowind.esm,Cumanya's Notes,A Fair Warning,205,11aa3f420f033518feb3ce3c71bc1af35c28493be7a01b8546d07c94f4529561,,,True,3
Tribunal.esm,BookSkill_Alchemy1,A Game at Dinner,2305,bda212ca7ccc1dd2d1e26c5d510d7d537455089554047813020da38dde63e884,,,True,3
Morrowind.esm,bookskill_destruction3,A Hypothetical Treachery,1674,5499b7417f1189b13bddceac39977fd9be8dd9e75a20cfa90c3a79e2e516b7b2,,,True,3
Morrowind.esm,bk_leaflet_false,A Leaflet,86,69f472e3f1fd88b8b495ca51589a52498c1ed14f5f99499ae9f476033874159d,,,True,3
Morrowind.esm,bk_istunondescosmology,A Less Rude Song,271,92f6fee543f53bdb91dff6bc24dccaf139edd5b384fb69b74097d3c9c6ae11e7,,,True,3
Morrowind.esm,sc_Malaki,A scroll written in blood,252,b658d28464f20a215d1eb15fb7050a1af6f953fd98623f7f97c56393ba7a8854,,,True,3
Tribunal.esm,bk_AncestorsAndTheDunmer,Ancestors and the Dunmer,1350,554b9251fcbcca6ce4d347d7cf760dc422c073254803d6f0d3235a1ff60bdf0d,,,True,3
Morrowind.esm,bk_ArcanaRestored,Arcana Restored,299,af582027f44fa6b9e41c22a021e8110be1bda4582e45f0d7c88d940f4ac78d1a,,,True,3
Morrowind.esm,bk_ArkayTheEnemy,Arkay the Enemy,314,4acafa7c64719664baf7cbed1ffa5dfcbcd2bc278922e8070af53931705994e3,,,True,3
Morrowind.esm,bk_AuraneFrernis1,Aurane Frernis' Recipies,93,98d9badd08ad67071aecf43002e172be6e10b255d1bb88784806a741c07df3d0,,,True,3
Morrowind.esm,bk_auranefrernis2,Aurane Frernis' Recipies,121,db4bc6d4adc24905b0f94f5815272996106836c091ac5e4030b14382f8fd843b,,,True,3
Morrowind.esm,bk_auranefrernis3,Aurane Frernis' Recipies,91,c6d829a847e48dd624fd030da39150d34377ffb63cf79cd554b266d20bde1e75,,,True,3
Morrowind.esm,BookSkill_Sneak3,Azura and the Box,891,bd221437ab2a563391fa32b1c0f3f70095881757f97bc7d428adc8615d132aa5,,,True,3
Morrowind.esm,BookSkill_Speechcraft1,Biography of the Wolf Queen,1265,03499bb503857e395cdef7416a3a2940c7893da363216df88240936b4e99a13e,,,True,3
Bloodmoon.esm,bk_BlasphemousRevenants,Blasphemous Revenants,411,092b35a317f4de8fe002e98c29b6824568c037c7d87b1ba0e08f5b991a170d93,,,True,3
Morrowind.esm,bk_Boethiah's Glory_unique,Boethiah's Glory,104,f77d457f79aa6ffaa134a7e827e17f29029025311f202fcac68f8e926a0bd519,,,True,3
Morrowind.esm,BookSkill_Medium Armor2,"Bone, Part One",1466,d3a5f2727ac14a7552574af8fd9a669b5d8945cf3a46fa801414c708030ed970,,,True,3
Morrowind.esm,BookSkill_Medium Armor3,"Bone, Part Two",1696,71020d611df73446c7381acbd3a811642ec2240f342696b94825bcdea30c6f73,,,True,3
Morrowind.esm,bk_BookOfLifeAndService,Book of Life and Service,80,08adba4eb8c7211c3ad2bc8ab8eae1de2a9645a430da68deb3dbdae4482c838f,,,True,3
Morrowind.esm,BookSkill_Alteration1,Breathing Water,1378,6a92cfc276c3715e8658c3b6ed26b1ed6ff825e816a9d11efeb28f27a28866eb,,,True,3
Morrowind.esm,bk_BrownBook426,Brown Book of 3E 426,351,80d0ee6b0459c6efad1c80372d128d5e3e34175f1a20b72cb64b6af070b1ca81,,,True,3
Morrowind.esm,bookskill_security4,Chance's Folly,1126,0cdcaea0a61a720fa0451e28e6bf5f897e1d67cea67347b69c76fd6f80971879,,,True,3
Morrowind.esm,bookskill_unarmored2,"Charwich-Koniinge, Volume 1",1048,713c28a013c3928eae51bd3b8fd7bf1419eba49b8d4a2fe88ae71686357f72aa,,,True,3
Morrowind.esm,bookskill_hand to hand3,"Charwich-Koniinge, Volume 2",1073,2014515f55ac4430062e453706704dd6ef86afc6674a490ffd334550a2d5f741,,,True,3
Morrowind.esm,BookSkill_Mysticism5,"Charwich-Koniinge, Volume 3",992,5d3c3f86ad0b5c1b397cb853d2b7c6c90f781e64ec6e0e95bc23b0e6e9a3dc25,,,True,3
Morrowind.esm,bookskill_hand to hand4,"Charwich-Koniinge, Volume 4",1282,6a585ab118b356dc3ac08b687410115250132513d1660fda6b5e3d5f7af14305,,,True,3
Morrowind.esm,bookskill_medium armor1,Cherim's Heart of Anequina,847,da0bb770a28afa993e24b98f3f28cfb26658c7f56abd04e2d67ab0502d66955e,,,True,3
Tribunal.esm,bk_ChildrenOfTheSky,Children of the Sky,306,89823a6856ae34003cd9b17e00894ad2c89da6be0beb75cea169d73f576cfabb,,,True,3
Morrowind.esm,BookSkill_Heavy Armor3,Chimarvamidium,942,473736977be6cd9b0310940d6514c91e968e4a944c06c6a8429526bb538058b5,,chimarvamidium,True,3
Tribunal.esm,bk_ChroniclesNchuleft,Chronicles of Nchuleft,403,8e0a902a10e9417f49ffb55d103aec17368543367f9327dbfffa75e9734d60fe,,chronicles_of_nchuleft,True,3
Morrowind.esm,bk_Confessions,Confessions of a Skooma-Eater,505,278709036a3898e08e640036ef544a8801ccf285a57fa8918aecbb98899fec43,,,True,3
Morrowind.esm,bk_corpsepreperation1_c,Corpse Preparation v I,947,57ab95087932a857fe0baaeceafc7859292f01156b153a92595d29c37b0477f1,,,True,3
Morrowind.esm,bk_corpsepreperation2_c,Corpse Preparation v II,274,46f76ab3eb868419be1acf154b055c9dc712d400ec23ab5dab79c8d5b9e85fc9,,,True,3
Morrowind.esm,bk_corpsepreperation3_c,Corpse Preparation v III,428,94cabcc66dadd8fa2c2fad11d1a2f529ce3d939cb49ef69ba7d9db74aaf6b87d,,,True,3
Morrowind.esm,bk_Dagoth_Urs_Plans,Dagoth Ur's Plans,1408,1f86a2beec2ca029d4285c0eef85750c43438c148b5b47c1b6a156467ea72012,,,True,3
Morrowind.esm,bk_darkestdarkness,Darkest Darkness,553,a4c69c7848e3bb69f04cd543a893a8587c9e51e8f366a3969323282b7978251a,,,True,3
Morrowind.esm,BookSkill_Block1,Death Blow of Abernanit,933,98bc87473bc1eaf9007fbc99f1940f589af42bb08d15b89eef84f8aa300bd6ed,,,True,3
Morrowind.esm,bk_a1_1_packagedecoded,decoded package,379,53d0308da1d8da80aeb668bd774a62b61dd42043d0f984adf6ee79a051a085b1,,,True,3
Tribunal.esm,bk_diary_sailor,Diary of a Lost Sailor,528,adc834e5f6db8642a80f3a9d420ea53f9985b3db01ddc4d73e209d064491e9a9,,,True,3
Morrowind.esm,bk_dwemermuseumwelcome,Dwemer Museum Welcome,61,83349ec17fa1cd7f49c29a74b191da1c135f7c77c150865893a55417817d283e,,,False,3
Morrowind.esm,bk_eastempirecompanyledger,East Empire Company Ledger,16,9e30916f47059e8a13827089c6ae3ff68968e4359997248e5ef1d9efbeaaed5c,,,False,3
Bloodmoon.esm,bk_BM_Stockcert,EEC Stock Certificate,172,74f632584ea907c51ec83fb83d941a4e21be08412db5bd1e2fb39356acfc48ca,,,True,3
Morrowind.esm,bk_Ibardad_Elante_notes,Elante's Notes,426,9322e39b82caa9e6f62884915eca94e28bcd82f5e88391d77541c930739d0afe,,,True,3
